alt	name
nayaf	Nayaf
rio de janeiro	Rio de Janeiro
katmandú	Katmandú
littleton	Littleton
pittsburgh	Pittsburgh
nueva zelanda	Nueva Zelanda
toronto	Toronto
oklahoma city	Oklahoma City
venecia	Venecia
el paso	El Paso
lugansk	Lugansk
tiananmen	Tiananmen
cuenca	Cuenca
arabia	Arabia
osetia	Osetia
punta del este	Punta del Este
múnich	Múnich
westminster	Westminster
zurich	Zurich
houston	Houston
raqqa	Raqqa
erbil	Erbil
bolonia	Bolonia
glew	Glew
acapulco	Acapulco
lille	Lille
santiago de chile	Santiago de Chile
tottenham	Tottenham
soweto	Soweto
dresde	Dresde
edimburgo	Edimburgo
sadr city	Sadr City
tucson	Tucson
bronx	Bronx
bengasi	Bengasi
cáucaso	Cáucaso
janeiro	Janeiro
idlib	Idlib
stuttgart	Stuttgart
montreal	Montreal
boulogne	Boulogne
slaviansk	Slaviansk
leipzig	Leipzig
windsor	Windsor
alepo	Alepo
guernica	Guernica
punta arenas	Punta Arenas
soldati	Soldati
moscú	Moscú
río de janeiro	Río de Janeiro
paquistán	Paquistán
teherán	Teherán
milán	Milán
hebrón	Hebrón
puerto príncipe	Puerto Príncipe
país vasco	País Vasco
cúcuta	Cúcuta
gran bretaña	Gran Bretaña
ciudad de méxico	Ciudad de México
táchira	Táchira
valparaíso	Valparaíso
cataluña	Cataluña
potosí	Potosí
vélez	Vélez
haití	Haití
génova	Génova
daguestán	Daguestán
tíbet	Tíbet
turín	Turín
paysandú	Paysandú
málaga	Málaga
katmandú	Katmandú
múnich	Múnich
cáucaso	Cáucaso
